"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"http://www.veteranstransitionsupport.org/","text/html","301","Moved Permanently","Non-Indexable","Redirected","16","0.532","http://veteranstransitionsupport.org/","HTTP Redirect"
