"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"http://www.veteranstransitionsupport.org/","text/html","301","Moved Permanently","1.1","Non-Indexable","Redirected","","",""
